customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,EstimatedAnnualRevenue,TenureGroup,ChargeLevel,CustomerValue
7898-PDWQE,MALE,0,YES,NO,71,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),80.4,5727.15,NO,YES,YES,DSL,YES,YES,YES,YES,NO,YES,964.8,LOYAL,HIGH,HIGH VALUE
7901-HXJVA,MALE,0,NO,NO,14,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,76.45,1117.55,NO,YES,NO,FIBER OPTIC,NO,NO,YES,NO,NO,NO,917.4,DEVELOPING,MEDIUM,STANDARD
7901-IIDQV,MALE,0,NO,NO,24,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),54.6,1242.25,NO,YES,YES,DSL,NO,NO,NO,YES,NO,NO,655.2,DEVELOPING,MEDIUM,STANDARD
7901-TBKJX,MALE,1,NO,NO,56,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,101.05,5594,NO,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,1212.6,LOYAL,HIGH,HIGH VALUE
7903-CMPEY,MALE,1,YES,NO,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,80.3,80.3,YES,YES,YES,FIBER OPTIC,YES,NO,NO,NO,NO,NO,963.6,NEW CUSTOMER,HIGH,STANDARD
7905-NJMXS,MALE,1,YES,NO,7,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,64.2,475,NO,YES,YES,DSL,YES,YES,NO,YES,NO,NO,770.4,NEW CUSTOMER,MEDIUM,STANDARD
7905-TVXTA,FEMALE,0,NO,NO,5,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,64.35,352.65,NO,YES,NO,DSL,YES,NO,NO,YES,YES,NO,772.2,NEW CUSTOMER,MEDIUM,STANDARD
7908-QCBCA,FEMALE,0,YES,NO,1,MONTH-TO-MONTH,YES,MAILED CHECK,69.4,69.4,YES,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,832.8,NEW CUSTOMER,MEDIUM,STANDARD
7909-FIOIY,FEMALE,0,YES,YES,19,MONTH-TO-MONTH,YES,MAILED CHECK,24.85,434.8,NO,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,298.2,DEVELOPING,LOW,STANDARD
7912-SYRQT,FEMALE,0,NO,NO,7,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),75.1,552.95,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,901.2,NEW CUSTOMER,MEDIUM,STANDARD
7916-VCCPB,FEMALE,0,YES,YES,16,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),73.25,1195.75,NO,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,NO,879,DEVELOPING,MEDIUM,STANDARD
7919-ZODZZ,FEMALE,0,YES,YES,10,ONE YEAR,YES,MAILED CHECK,65.9,660.05,NO,YES,NO,DSL,NO,YES,YES,NO,NO,YES,790.8,NEW CUSTOMER,MEDIUM,STANDARD
7921-BEPCI,FEMALE,0,NO,NO,72,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),59.75,4265,NO,YES,YES,DSL,YES,YES,NO,NO,NO,NO,717,LOYAL,MEDIUM,STANDARD
7921-LMDFQ,MALE,1,NO,NO,51,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),94,4905.75,NO,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,YES,1128,LOYAL,HIGH,HIGH VALUE
7923-IYJWY,MALE,1,NO,NO,67,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),116.1,7839.85,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1393.2,LOYAL,HIGH,HIGH VALUE
7924-GJZFI,FEMALE,1,YES,NO,25,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.3,1813.1,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,831.6,ESTABLISHED,MEDIUM,STANDARD
7925-PNRGI,FEMALE,0,YES,YES,45,MONTH-TO-MONTH,NO,MAILED CHECK,81.3,3541.1,NO,YES,YES,DSL,YES,YES,YES,YES,YES,NO,975.6,ESTABLISHED,HIGH,HIGH VALUE
7926-IJOOU,MALE,0,NO,NO,1,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),19.3,19.3,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,231.6,NEW CUSTOMER,LOW,STANDARD
7927-AUXBZ,FEMALE,0,NO,NO,30,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,85.15,2555.9,YES,YES,NO,FIBER OPTIC,NO,NO,NO,YES,YES,NO,1021.8,ESTABLISHED,HIGH,HIGH VALUE
7928-VJYAB,MALE,0,YES,YES,11,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,90.6,1020.2,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,1087.2,NEW CUSTOMER,HIGH,STANDARD
7929-DMBCV,FEMALE,0,YES,NO,20,MONTH-TO-MONTH,YES,MAILED CHECK,81,1683.7,NO,YES,NO,FIBER OPTIC,NO,NO,YES,YES,NO,NO,972,DEVELOPING,HIGH,STANDARD
7929-SKFGK,MALE,0,YES,NO,70,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),114.3,8244.3,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1371.6,LOYAL,HIGH,HIGH VALUE
7931-PXHFC,MALE,0,NO,NO,38,ONE YEAR,YES,MAILED CHECK,62.3,2354.8,YES,YES,NO,DSL,NO,NO,YES,YES,NO,YES,747.6,ESTABLISHED,MEDIUM,STANDARD
7932-WPTDS,FEMALE,1,YES,NO,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,24.8,24.8,YES,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,297.6,NEW CUSTOMER,LOW,STANDARD
7938-OUHIO,MALE,0,NO,NO,3,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,98.7,293.65,YES,YES,NO,FIBER OPTIC,NO,NO,YES,YES,YES,YES,1184.4,NEW CUSTOMER,HIGH,STANDARD
7940-UQQUG,FEMALE,0,YES,YES,64,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),104.4,6721.6,NO,YES,YES,FIBER OPTIC,YES,NO,NO,YES,YES,YES,1252.8,LOYAL,HIGH,HIGH VALUE
7941-RCJOW,MALE,0,NO,NO,65,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),19.55,1218.65,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,234.6,LOYAL,LOW,STANDARD
7943-RQCHR,FEMALE,0,NO,NO,9,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.75,889.9,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,1137,NEW CUSTOMER,HIGH,STANDARD
7945-HLKEA,FEMALE,0,NO,NO,60,ONE YEAR,NO,ELECTRONIC CHECK,64.75,4039.5,NO,YES,YES,DSL,YES,NO,YES,YES,NO,NO,777,LOYAL,MEDIUM,STANDARD
7945-PRBVF,MALE,0,NO,NO,35,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),21.45,705.45,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,257.4,ESTABLISHED,LOW,STANDARD
7950-XWOVN,MALE,0,NO,NO,11,MONTH-TO-MONTH,NO,MAILED CHECK,34.7,383.55,NO,NO,NO PHONE SERVICE,DSL,NO,YES,YES,NO,NO,NO,416.4,NEW CUSTOMER,LOW,STANDARD
7951-QKZPL,FEMALE,0,YES,YES,33,TWO YEAR,YES,MAILED CHECK,24.5,740.3,YES,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,294,ESTABLISHED,LOW,STANDARD
7951-VRDVK,FEMALE,0,NO,NO,36,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),85.85,3003.55,NO,YES,NO,DSL,YES,YES,YES,YES,YES,YES,1030.2,ESTABLISHED,HIGH,HIGH VALUE
7952-OBOYL,MALE,0,NO,NO,3,MONTH-TO-MONTH,YES,MAILED CHECK,89.85,244.45,NO,YES,NO,FIBER OPTIC,NO,NO,YES,YES,YES,NO,1078.2,NEW CUSTOMER,HIGH,STANDARD
7954-MLBUN,MALE,0,NO,NO,31,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),99.45,3109.9,NO,YES,NO,FIBER OPTIC,NO,NO,YES,YES,YES,YES,1193.4,ESTABLISHED,HIGH,HIGH VALUE
7956-XQWGU,MALE,0,NO,NO,27,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),19.4,460.25,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,232.8,ESTABLISHED,LOW,STANDARD
7957-RYHQD,FEMALE,1,NO,NO,40,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),79.2,3233.85,YES,YES,NO,FIBER OPTIC,YES,YES,NO,NO,NO,NO,950.4,ESTABLISHED,MEDIUM,STANDARD
7963-GQRMY,FEMALE,0,YES,YES,3,MONTH-TO-MONTH,NO,MAILED CHECK,44.3,134.5,YES,YES,NO,DSL,NO,NO,NO,NO,NO,NO,531.6,NEW CUSTOMER,MEDIUM,STANDARD
7963-SHNDT,FEMALE,0,NO,NO,52,TWO YEAR,NO,MAILED CHECK,39.1,1982.1,NO,NO,NO PHONE SERVICE,DSL,YES,YES,NO,YES,NO,NO,469.2,LOYAL,LOW,STANDARD
7964-VEXDG,MALE,0,NO,YES,21,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,80.35,1747.2,NO,YES,YES,FIBER OPTIC,YES,NO,NO,NO,NO,NO,964.2,DEVELOPING,HIGH,STANDARD
7964-YESJC,FEMALE,0,YES,NO,24,MONTH-TO-MONTH,NO,MAILED CHECK,66.3,1559.45,NO,YES,YES,DSL,YES,YES,YES,NO,NO,NO,795.6,DEVELOPING,MEDIUM,STANDARD
7964-ZRKKG,MALE,0,YES,NO,67,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),88.4,5798.3,NO,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,NO,1060.8,LOYAL,HIGH,HIGH VALUE
7966-YOTQW,MALE,0,NO,NO,10,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),54.5,568.2,NO,YES,YES,DSL,YES,NO,NO,NO,NO,NO,654,NEW CUSTOMER,MEDIUM,STANDARD
7967-HYCDE,MALE,0,NO,NO,8,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),70.7,553.4,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,848.4,NEW CUSTOMER,MEDIUM,STANDARD
7968-QUXNS,MALE,0,NO,NO,6,MONTH-TO-MONTH,NO,MAILED CHECK,18.95,110.15,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,227.4,NEW CUSTOMER,LOW,STANDARD
7969-AULMZ,FEMALE,0,NO,NO,21,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,97.35,2119.5,YES,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,1168.2,DEVELOPING,HIGH,STANDARD
7969-FFOWG,MALE,0,YES,YES,65,TWO YEAR,NO,MAILED CHECK,19.9,1292.6,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,238.8,LOYAL,LOW,STANDARD
7971-HLVXI,MALE,0,YES,YES,72,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),84.5,6130.85,NO,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,YES,1014,LOYAL,HIGH,HIGH VALUE
7973-DZRKH,FEMALE,0,NO,YES,66,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),90.95,5930.05,NO,YES,YES,FIBER OPTIC,YES,NO,YES,YES,NO,NO,1091.4,LOYAL,HIGH,HIGH VALUE
7975-JMZNT,MALE,0,YES,NO,66,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),91.7,6075.9,NO,YES,YES,DSL,YES,YES,YES,YES,YES,YES,1100.4,LOYAL,HIGH,HIGH VALUE
7975-TZMLR,MALE,0,NO,NO,47,ONE YEAR,YES,ELECTRONIC CHECK,103.1,4889.3,NO,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,1237.2,ESTABLISHED,HIGH,HIGH VALUE
7976-CICYS,MALE,0,NO,NO,4,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),20.7,83.75,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,248.4,NEW CUSTOMER,LOW,STANDARD
7977-HXJKU,MALE,0,NO,YES,21,TWO YEAR,NO,MAILED CHECK,19.6,397,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,235.2,DEVELOPING,LOW,STANDARD
7978-DKUQH,FEMALE,0,YES,NO,25,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.6,1797.75,NO,YES,NO,FIBER OPTIC,NO,NO,YES,NO,NO,NO,895.2,ESTABLISHED,MEDIUM,STANDARD
7979-CORPM,MALE,0,NO,NO,24,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),90.55,2282.55,YES,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,NO,1086.6,DEVELOPING,HIGH,HIGH VALUE
7980-MHFLQ,FEMALE,0,YES,YES,72,TWO YEAR,NO,MAILED CHECK,24.9,1859.2,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,298.8,LOYAL,LOW,STANDARD
7982-VCELR,FEMALE,0,NO,NO,36,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),94.8,3565.65,NO,YES,NO,FIBER OPTIC,NO,YES,NO,NO,YES,YES,1137.6,ESTABLISHED,HIGH,HIGH VALUE
7989-AWGEH,MALE,0,YES,YES,49,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,39.2,1838.15,NO,NO,NO PHONE SERVICE,DSL,YES,NO,NO,NO,NO,YES,470.4,LOYAL,LOW,STANDARD
7989-CHGTL,MALE,0,NO,NO,1,MONTH-TO-MONTH,YES,MAILED CHECK,19.6,19.6,YES,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,235.2,NEW CUSTOMER,LOW,STANDARD
7989-VCQOH,MALE,0,YES,YES,18,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,83.25,1611.15,NO,YES,NO,DSL,YES,NO,YES,YES,YES,YES,999,DEVELOPING,HIGH,STANDARD
7993-NQLJE,MALE,0,YES,YES,15,MONTH-TO-MONTH,NO,MAILED CHECK,75.1,1151.55,NO,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,901.2,DEVELOPING,MEDIUM,STANDARD
7993-PYKOF,MALE,0,YES,NO,8,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,75,632.95,YES,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,900,NEW CUSTOMER,MEDIUM,STANDARD
7994-UYIVZ,MALE,0,YES,NO,8,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),85.65,659.45,NO,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,YES,1027.8,NEW CUSTOMER,HIGH,STANDARD
7994-XIRTR,MALE,1,NO,NO,54,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),65.25,3529.95,NO,YES,NO,DSL,NO,NO,YES,YES,NO,YES,783,LOYAL,MEDIUM,STANDARD
7995-ZHHNZ,MALE,0,YES,NO,42,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),56.1,2386.85,NO,YES,YES,DSL,YES,NO,NO,NO,NO,NO,673.2,ESTABLISHED,MEDIUM,STANDARD
7996-BPXHY,FEMALE,0,YES,YES,13,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),25,332.5,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,300,DEVELOPING,LOW,STANDARD
7996-MHXLW,FEMALE,0,NO,NO,66,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),25.15,1683.6,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,301.8,LOYAL,LOW,STANDARD
7997-EASSD,FEMALE,0,YES,NO,63,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),81.2,4965.1,NO,YES,YES,FIBER OPTIC,NO,NO,NO,YES,NO,NO,974.4,LOYAL,HIGH,HIGH VALUE
7998-WNZEM,MALE,0,NO,NO,71,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),80.6,5708.2,NO,YES,YES,DSL,YES,YES,YES,YES,NO,YES,967.2,LOYAL,HIGH,HIGH VALUE
7998-ZLXWN,FEMALE,0,YES,NO,15,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),20.45,330.8,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,245.4,DEVELOPING,LOW,STANDARD
8000-REIQB,FEMALE,1,NO,NO,1,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.95,69.95,YES,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,839.4,NEW CUSTOMER,MEDIUM,STANDARD
8003-EWNDZ,FEMALE,0,NO,NO,10,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,21.2,222.65,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,254.4,NEW CUSTOMER,LOW,STANDARD
8006-PYCSW,FEMALE,0,NO,NO,2,MONTH-TO-MONTH,NO,MAILED CHECK,20.1,39.8,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,241.2,NEW CUSTOMER,LOW,STANDARD
8007-YYPWD,FEMALE,0,NO,NO,15,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),25.05,369.1,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,300.6,DEVELOPING,LOW,STANDARD
8008-ESFLK,FEMALE,0,YES,NO,53,ONE YEAR,NO,ELECTRONIC CHECK,110.5,5835.5,NO,YES,NO,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1326,LOYAL,HIGH,HIGH VALUE
8008-HAWED,MALE,0,NO,NO,14,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,50.75,712.75,YES,NO,NO PHONE SERVICE,DSL,NO,NO,YES,NO,YES,YES,609,DEVELOPING,MEDIUM,STANDARD
8008-OTEZX,FEMALE,0,YES,YES,35,ONE YEAR,NO,MAILED CHECK,19.65,708.8,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,235.8,ESTABLISHED,LOW,STANDARD
8010-EZLOU,MALE,1,NO,NO,15,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,80.2,1217.25,YES,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,NO,962.4,DEVELOPING,HIGH,STANDARD
8012-SOUDQ,FEMALE,1,NO,NO,43,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,90.25,3838.75,NO,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,NO,1083,ESTABLISHED,HIGH,HIGH VALUE
8015-IHCGW,FEMALE,0,YES,YES,72,TWO YEAR,YES,ELECTRONIC CHECK,115.5,8425.15,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1386,LOYAL,HIGH,HIGH VALUE
8016-NCFVO,MALE,1,NO,NO,55,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,116.5,6382.55,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1398,LOYAL,HIGH,HIGH VALUE
8016-ZMGMO,FEMALE,1,YES,NO,66,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),70.85,4738.85,NO,YES,YES,DSL,NO,YES,YES,NO,YES,NO,850.2,LOYAL,MEDIUM,STANDARD
8017-LXHFA,FEMALE,1,NO,NO,23,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.75,2293.6,YES,YES,NO,FIBER OPTIC,NO,YES,NO,NO,YES,YES,1137,DEVELOPING,HIGH,STANDARD
8017-UVSZU,FEMALE,0,YES,NO,40,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),56.6,2379.1,NO,YES,YES,DSL,NO,YES,NO,NO,NO,NO,679.2,ESTABLISHED,MEDIUM,STANDARD
8019-ENHXU,MALE,0,YES,NO,42,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,99.45,4138.05,YES,YES,YES,FIBER OPTIC,NO,YES,YES,YES,NO,YES,1193.4,ESTABLISHED,HIGH,HIGH VALUE
8020-BWHYL,FEMALE,1,NO,NO,15,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),75.3,1147.45,YES,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,NO,903.6,DEVELOPING,MEDIUM,STANDARD
8022-BECSI,MALE,0,NO,NO,22,ONE YEAR,NO,MAILED CHECK,19.6,422.5,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,235.2,DEVELOPING,LOW,STANDARD
8023-QHAIO,FEMALE,1,YES,NO,56,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),76.85,4275.75,NO,YES,YES,FIBER OPTIC,NO,NO,NO,YES,NO,NO,922.2,LOYAL,MEDIUM,STANDARD
8024-XNAFQ,FEMALE,1,NO,NO,72,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),107.4,7748.75,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,NO,YES,1288.8,LOYAL,HIGH,HIGH VALUE
8028-PNXHQ,MALE,0,YES,YES,62,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),24.25,1424.6,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,291,LOYAL,LOW,STANDARD
8029-XYPWT,MALE,1,YES,NO,71,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),115.05,8016.6,NO,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,1380.6,LOYAL,HIGH,HIGH VALUE
8033-ATFAS,FEMALE,0,YES,YES,39,MONTH-TO-MONTH,YES,MAILED CHECK,59.85,2341.5,NO,YES,NO,DSL,NO,NO,YES,NO,YES,NO,718.2,ESTABLISHED,MEDIUM,STANDARD
8033-VCZGH,MALE,0,YES,NO,50,ONE YEAR,YES,ELECTRONIC CHECK,103.95,5231.3,NO,YES,YES,FIBER OPTIC,YES,NO,YES,NO,YES,YES,1247.4,LOYAL,HIGH,HIGH VALUE
8034-RYTVV,FEMALE,0,NO,NO,55,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),84.25,4589.85,NO,YES,YES,FIBER OPTIC,YES,NO,YES,NO,NO,NO,1011,LOYAL,HIGH,HIGH VALUE
8035-BUYVG,MALE,0,YES,NO,40,ONE YEAR,YES,ELECTRONIC CHECK,42.35,1716.45,YES,NO,NO PHONE SERVICE,DSL,YES,YES,YES,NO,NO,NO,508.2,ESTABLISHED,MEDIUM,STANDARD
8035-PWSEV,FEMALE,0,NO,NO,6,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,89.25,487.05,NO,YES,NO,FIBER OPTIC,NO,NO,YES,YES,NO,YES,1071,NEW CUSTOMER,HIGH,STANDARD
8039-ACLPL,FEMALE,0,YES,YES,72,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),68.75,4888.2,NO,YES,NO,DSL,YES,YES,YES,NO,NO,YES,825,LOYAL,MEDIUM,STANDARD
8039-EQPIM,MALE,0,YES,NO,69,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),60.25,4055.5,NO,NO,NO PHONE SERVICE,DSL,YES,NO,YES,YES,YES,YES,723,LOYAL,MEDIUM,STANDARD
8040-MNRTF,FEMALE,0,NO,NO,1,MONTH-TO-MONTH,NO,MAILED CHECK,71.1,71.1,NO,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,853.2,NEW CUSTOMER,MEDIUM,STANDARD
8041-TMEID,MALE,1,YES,NO,63,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),108.5,6991.9,NO,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,YES,1302,LOYAL,HIGH,HIGH VALUE
8042-JVNFH,MALE,0,NO,NO,1,MONTH-TO-MONTH,YES,MAILED CHECK,71.35,71.35,YES,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,856.2,NEW CUSTOMER,MEDIUM,STANDARD
8042-RNLKO,MALE,0,NO,NO,66,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),25.45,1699.15,NO,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,305.4,LOYAL,LOW,STANDARD
8043-PNYSD,MALE,0,YES,YES,63,TWO YEAR,NO,MAILED CHECK,19.55,1245.6,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,234.6,LOYAL,LOW,STANDARD
8044-BGWPI,MALE,0,YES,YES,12,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,21.15,306.05,NO,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,253.8,NEW CUSTOMER,LOW,STANDARD
